
[34m[1mwandb[39m[22m: [33mWARNING[39m When using several event log directories, please call `wandb.tensorboard.patch(root_logdir="...")` before `wandb.init`
Collecting experience...
Ep:  414 | Ep_r:  457.0 | Steps:  456 | Ep_Loss: 5.3359
Ep:  417 | Ep_r:  133.0 | Steps:  132 | Ep_Loss: 1.2234
Ep:  420 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.6920
Ep:  423 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.4520
Ep:  426 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.9363
Ep:  429 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.5393
Ep:  432 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.0497
Ep:  435 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.2532
Ep:  438 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.1380
Ep:  441 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.2382
Ep:  444 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 6.8586
Ep:  447 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.2219
Ep:  450 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.0369
Ep:  453 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.7864
Ep:  456 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.3603
Ep:  459 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.0745
Ep:  462 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.4588
Ep:  465 | Ep_r:  9.0 | Steps:  8 | Ep_Loss: 0.1035
Ep:  468 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.9909
Ep:  471 | Ep_r:  237.0 | Steps:  236 | Ep_Loss: 2.4356
Ep:  474 | Ep_r:  227.0 | Steps:  226 | Ep_Loss: 2.4150
Ep:  477 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 6.3723
Ep:  480 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.8582
Ep:  483 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.3496
Ep:  486 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 5.9234
Ep:  489 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.1462
Ep:  492 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.2329
Ep:  495 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 4.6498
Ep:  498 | Ep_r:  500.0 | Steps:  499 | Ep_Loss: 7.5250
